,name,rating,company_type,location,old,emp,reviews
0,TCS,3.9,Public,"Mumbai,Maharashtra",54 years old,1 Lakh+ employees (India),(30.1k Reviews)
1,Accenture,4.0,Public,"Dublin,Dublin",33 years old,1 Lakh+ employees (India),(21.6k Reviews)
2,Cognizant,3.9,Private,"Teaneck,New Jersey",28 years old,1 Lakh+ employees (India),(19.8k Reviews)
3,ICICI Bank,4.0,Public,"Mumbai,Maharashtra",28 years old,50k-1 Lakh employees (India),(26.1k Reviews)
4,HDFC Bank,4.0,Public,"Mumbai,Maharashtra",28 years old,1 Lakh+ employees (India),(27.4k Reviews)
5,Wipro,3.8,Public,"Bangalore/Bengaluru,Karnataka",77 years old,1 Lakh+ employees (India),(18.3k Reviews)
6,Capgemini,3.7,Public,Paris,55 years old,1 Lakh+ employees (India),(15.1k Reviews)
7,HCL Technologies,3.8,Public,"Noida,Uttar Pradesh",46 years old,1 Lakh+ employees (India),(15.4k Reviews)
8,Infosys,3.9,Public,"Bangalore/Bengaluru,Karnataka",41 years old,1 Lakh+ employees (India),(18.9k Reviews)
9,Tech Mahindra,3.6,Public,"Pune,Maharashtra",36 years old,50k-1 Lakh employees (India),(15k Reviews)
10,Genpact,4.0,Private,"New York,New York",25 years old,50k-1 Lakh employees (India),(14.7k Reviews)
11,Axis Bank,3.8,Public,"Mumbai,Maharashtra",29 years old,50k-1 Lakh employees (India),(14.4k Reviews)
12,Vodafone Idea,4.2,Public,"Gandhinagar,Gujrat + 515 more",4 years old,10k-50k employees (India),(11.6k Reviews)
13,L&T,3.9,Public,"Mumbai,Maharashtra",84 years old,10k-50k employees (India),(22.6k Reviews)
14,Reliance jio,4.0,Public,"Navi Mumbai,Maharashtra",15 years old,10k-50k employees (India),(11.4k Reviews)
15,IBM,4.1,Public,New York,111 years old,50k-1 Lakh employees (India),(11.2k Reviews)
16,Concentrix Corpora...,4.1,Public,"Fremont,California + 54 more",39 years old,10k-50k employees (India),(10.8k Reviews)
17,Amazon,4.2,Private,"Seattle,Washington",28 years old,10k-50k employees (India),(10.2k Reviews)
18,HDB Financial Serv...,4.0,Private,"Ahmedabad,Gujrat",15 years old,1 Lakh+ employees (India),(9.9k Reviews)
19,Kotak Mahindra Ban...,3.9,Public,"Mumbai,Maharashtra",19 years old,10k-50k employees (India),(10.2k Reviews)
20,Teleperformance,3.6,Private,Paris,44 years old,50k-1 Lakh employees (India),(7.4k Reviews)
21,Tata Motors,4.1,Public,"Pune,Maharashtra + 348 more",77 years old,50k-1 Lakh employees (India),(7.4k Reviews)
22,Bharti Airtel,4.1,Public,"Gurgaon/Gurugram,Haryana",27 years old,5k-10k employees (India),(9.9k Reviews)
23,Reliance Industrie...,4.0,Public,"Navi Mumbai,Maharashtra",49 years old,1 Lakh+ employees (India),(29k Reviews)
24,Deloitte,3.9,Private,"New York,New York",177 years old,10k-50k employees (India),(6k Reviews)
25,Mahindra & Mahindr...,4.1,Public,"Mumbai,Maharashtra",77 years old,10k-50k employees (India),(15.1k Reviews)
26,IndusInd Bank,3.8,Public,"Gurgaon/Gurugram,Haryana + 471 more",28 years old,10k-50k employees (India),(5.2k Reviews)
27,Hinduja Global Sol...,3.9,Public,"Bangalore/Bengaluru,Karnataka",22 years old,10k-50k employees (India),(5k Reviews)
28,Reliance Retail,4.0,Private,"Navi Mumbai,Maharashtra",16 years old,1 Lakh+ employees (India),(9.2k Reviews)
29,WNS,3.7,Private,"Mumbai,Maharashtra",26 years old,10k-50k employees (India),(4.8k Reviews)
30,Samsung,4.1,Private,"Suwon-Si,Gyeonggi-Do",84 years old,50k-1 Lakh employees (India),(5.5k Reviews)
31,Maruti Suzuki,4.1,Public,"New Delhi,Delhi + 337 more",39 years old,10k-50k employees (India),(4.7k Reviews)
32,Indian Army,4.7,"New Delhi,Delhi + 255 more",127 years old,1 Lakh+ employees (India),,(4.6k Reviews)
33,DXC Technology,3.6,Public,Virginia,31 years old,10k-50k employees (India),(4.9k Reviews)
34,Infosys BPM,4.0,"Bangalore/Bengaluru,Karnataka + 34 more",20 years old,10k-50k employees (India),,(4.2k Reviews)
35,Ericsson,4.2,Private,"Kista,Stockholm",146 years old,10k-50k employees (India),(4.1k Reviews)
36,Ernst & Young,3.7,Private,London + 57 more,20 years old,50k-1 Lakh employees (India),(3.9k Reviews)
37,Bajaj Finserv,4.1,Public,Pune,15 years old,10k-50k employees (India),(10.3k Reviews)
38,HSBC,4.1,Private,"Pune,Maharashtra",20 years old,10k-50k employees (India),(4.1k Reviews)
39,Startek,3.6,"Mumbai,Maharashtra + 46 more",5 years old,1k-5k employees (India),,(3.8k Reviews)
40,Conneqt Business S...,3.8,"Mumbai,Maharashtra + 132 more",20 years old,10k-50k employees (India),,(3.8k Reviews)
41,Dr. Reddy's,4.2,Public,"Hyderabad/Secunderabad,Telangana",36 years old,10k-50k employees (India),(3.9k Reviews)
42,Jana Small Finance...,3.9,Public,"Bangalore/Bengaluru,Karnataka + 277 more",16 years old,10k-50k employees (India),(3.8k Reviews)
43,Cipla Pharmaceutic...,4.0,Public,"Mumbai,Maharashtra + 172 more",87 years old,10k-50k employees (India),(3.7k Reviews)
44,Sutherland Global ...,3.8,Private,"Pittsford,New York",36 years old,10k-50k employees (India),(3.9k Reviews)
45,ICICI Prudential L...,4.1,Public,"Mumbai,Maharashtra",22 years old,10k-50k employees (India),(3.6k Reviews)
46,Mphasis,3.7,Public,"Bangalore/Bengaluru,Karnataka + 36 more",22 years old,1k-5k employees (India),(3.5k Reviews)
47,Bajaj Allianz Life...,4.1,Private,Pune,21 years old,10k-50k employees (India),(3.5k Reviews)
48,IDFC FIRST Bank,3.8,Public,"Mumbai,Maharashtra + 272 more",4 years old,10k-50k employees (India),(3.4k Reviews)
49,Home Credit Financ...,4.2,Private,Gurugram + 94 more,10 years old,10k-50k employees (India),(3.4k Reviews)
50,Lupin,4.2,Public,"Mumbai,Maharashtra",54 years old,10k-50k employees (India),(3.4k Reviews)
51,Yes Bank,3.9,Public,"Mumbai,Maharashtra + 302 more",18 years old,10k-50k employees (India),(3.3k Reviews)
52,Asian Paints,4.2,Public,"Mumbai,Maharashtra",80 years old,5k-10k employees (India),(3.7k Reviews)
53,HDFC LIFE,4.1,"Mumbai,Maharashtra + 355 more",22 years old,10k-50k employees (India),,(3.2k Reviews)
54,Intelenet Global S...,3.7,Private,"Mumbai,Maharashtra + 55 more",22 years old,10k-50k employees (India),(3.2k Reviews)
55,ITC,3.9,Public,"Kolkata,West Bengal",47 years old,10k-50k employees (India),(5.5k Reviews)
56,NTT DATA,3.9,Private,"Chiyoda City,Tokyo",34 years old,10k-50k employees (India),(3.3k Reviews)
57,Hewlett-Packard En...,4.3,Private,"Palo Alto,California",83 years old,10k-50k employees (India),(3k Reviews)
58,Zydus Cadila,4.1,Public,"Ahmedabad, India",70 years old,10k-50k employees (India),(3.7k Reviews)
59,Reliance Communica...,4.0,Public,"Navi Mumbai,Maharashtra",20 years old,10k-50k employees (India),(3.2k Reviews)
60,OPPO,4.0,Public,"Dongguan,Guangdong",18 years old,10k-50k employees (India),(3.1k Reviews)
61,Bajaj Finance,4.2,Private,"Pune,Maharashtra + 523 more",35 years old,1k-5k employees (India),(2.9k Reviews)
62,EXL Service,3.8,Private,"New York,New York",23 years old,10k-50k employees (India),(3.7k Reviews)
63,Hindustan Unilever...,4.3,Public,"Mumbai,Maharashtra",89 years old,10k-50k employees (India),(3.5k Reviews)
64,Future Group,4.1,Private,"Mumbai,Maharashtra",9 years old,50k-1 Lakh employees (India),(8.5k Reviews)
65,Ujjivan Small Fina...,4.1,Public,"Bangalore/Bengaluru,Karnataka + 327 more",5 years old,10k-50k employees (India),(2.8k Reviews)
66,Ashok Leyland,4.2,Public,"Chennai,Tamil Nadu",74 years old,10k-50k employees (India),(3.3k Reviews)
67,Udaan,4.2,Private,Bangalore + 262 more,6 years old,1k-5k employees (India),(2.8k Reviews)
68,Shapoorji Pallonji,4.3,Private,"Mumbai,Maharashtra",157 years old,1k-5k employees (India),(4.1k Reviews)
69,Mahindra & Mahindr...,4.3,Public,"Mumbai,Maharashtra + 485 more",31 years old,10k-50k employees (India),(2.8k Reviews)
70,UltraTech Cement,4.3,Public,"Mumbai,Maharashtra",39 years old,10k-50k employees (India),(2.9k Reviews)
71,Shriram Transport ...,4.2,Public,"Mumbai,Maharashtra",43 years old,10k-50k employees (India),(3.1k Reviews)
72,Apollo Hospitals,4.0,Public,"Chennai,Tamil Nadu",39 years old,50k-1 Lakh employees (India),(4.2k Reviews)
73,Sun Pharmaceutical...,4.0,Public,Mumbai,39 years old,10k-50k employees (India),(2.9k Reviews)
74,Paytm,3.7,Private,Noida,12 years old,10k-50k employees (India),(3.2k Reviews)
75,IIFL,3.8,Public,"Mumbai,Maharashtra + 371 more",27 years old,5k-10k employees (India),(2.7k Reviews)
76,Larsen & Toubro In...,3.8,Public,"Mumbai,Maharashtra + 73 more",26 years old,10k-50k employees (India),(2.7k Reviews)
77,Vivo,4.1,Private,"Gurgaon/Gurugram,Haryana + 286 more",13 years old,5k-10k employees (India),(2.6k Reviews)
78,Aurobindo Pharma,4.1,Public,"Hyderabad/Secunderabad,Telangana",36 years old,1k-5k employees (India),(2.7k Reviews)
79,Nokia,4.3,Private,"Espoo,Southern Finland",157 years old,10k-50k employees (India),(2.6k Reviews)
80,Wipro BPS,3.8,Bengaluru + 30 more,22 years old,1 Lakh+ employees (India),,(2.6k Reviews)
81,PwC,3.6,Partnership,London,24 years old,5k-10k employees (India),(2.6k Reviews)
82,Oyo Rooms,3.5,Private,Gurgaon,9 years old,1k-5k employees (India),(2.5k Reviews)
83,TVS Motor,4.1,Public,"Chennai,Tamil Nadu",43 years old,5k-10k employees (India),(2.6k Reviews)
84,Siemens,4.1,Public,Munich,30 years old,1k-5k employees (India),(2.5k Reviews)
85,eClerx,3.6,Public,"Mumbai,Maharashtra + 15 more",22 years old,5k-10k employees (India),(2.4k Reviews)
86,JP Morgan Chase,4.1,Private,"New York,New York",22 years old,10k-50k employees (India),(2.4k Reviews)
87,KPMG,3.7,Partnership,"Amstelveen,North Holland",35 years old,10k-50k employees (India),(2.3k Reviews)
88,Max Life Insurance,4.2,"Gurgaon/Gurugram,Haryana + 231 more",22 years old,10k-50k employees (India),,(2.3k Reviews)
89,Hero MotoCorp,4.2,Public,"Gurgaon/Gurugram,Haryana",38 years old,5k-10k employees (India),(2.3k Reviews)
90,Cyient,3.6,Public,"Hyderabad/Secunderabad,Telangana",31 years old,10k-50k employees (India),(2.3k Reviews)
91,Atos Syntel,3.7,Private,"Troy,Michigan",42 years old,10k-50k employees (India),(3.8k Reviews)
92,Hyundai Motor,4.1,Private,Seoul,55 years old,5k-10k employees (India),(3k Reviews)
93,Bandhan Bank,3.9,Public,"Kolkata,West Bengal",21 years old,10k-50k employees (India),(2.4k Reviews)
94,JustDial,3.7,Public,"Mumbai,Maharashtra + 110 more",26 years old,10k-50k employees (India),(2.2k Reviews)
95,Wipro Consumer Ca...,3.8,Private,"Bangalore/Bengaluru,Karnataka",77 years old,1k-5k employees (India),(2.7k Reviews)
96,BYJU'S,2.9,Private,Bangalore,11 years old,1k-5k employees (India),(2.6k Reviews)
97,JLL,4.2,Private,"Mumbai,Maharashtra",25 years old,10k-50k employees (India),(2.2k Reviews)
98,Axis Direct,4.0,Private,"Mumbai,Maharashtra + 259 more",11 years old,1k-5k employees (India),(2.2k Reviews)
99,Mindtree,4.0,Public,"Bangalore/Bengaluru,Karnataka",23 years old,10k-50k employees (India),(2.2k Reviews)
100,Oracle,3.8,Public,"Redwood City,California",45 years old,10k-50k employees (India),(2.8k Reviews)
101,Bosch,4.2,Public,"Gerlingen,Baden-Wuerttemberg",136 years old,10k-50k employees (India),(2.4k Reviews)
102,Tata Projects,4.2,Public,"Mumbai,Maharashtra + 165 more",43 years old,1k-5k employees (India),(2.2k Reviews)
103,Fidelity National ...,4.0,Private,"Jacksonville,Florida",17 years old,10k-50k employees (India),(2.3k Reviews)
104,JSW Steel,3.9,Public,"Mumbai,Maharashtra",40 years old,10k-50k employees (India),(3.4k Reviews)
105,Godrej & Boyce Man...,4.0,Private,"Mumbai,Maharashtra",125 years old,10k-50k employees (India),(2.2k Reviews)
106,First Source,3.9,Public,"Mumbai,Maharashtra + 40 more",21 years old,5k-10k employees (India),(2.1k Reviews)
107,Dominos Pizza,4.2,Public,"Ypsilanti,Michigan + 179 more",62 years old,1k-5k employees (India),(2.1k Reviews)
108,AU Small Finance B...,3.9,Private,"Jaipur,Rajasthan",26 years old,10k-50k employees (India),(2.8k Reviews)
109,Aditya Birla Fashi...,4.3,Private,Mumbai,7 years old,10k-50k employees (India),(2.3k Reviews)
110,Viatris,4.2,"Canonsburg,Pennsylvania + 54 more",61 years old,1k-5k employees (India),,(2k Reviews)
111,UnitedHealth,4.2,Private,"Minnetonka,Minnesota",45 years old,10k-50k employees (India),(3.2k Reviews)
112,Dell,4.1,Private,"Round Rock,Texas",38 years old,50k-1 Lakh employees (India),(2k Reviews)
113,Delhivery,4.2,Private,Delhi + 340 more,11 years old,10k-50k employees (India),(2k Reviews)
114,TATA Steel,4.0,Public,"Mumbai,Maharashtra",115 years old,10k-50k employees (India),(3.2k Reviews)
115,iEnergizer,3.4,Private,"Noida,Uttar Pradesh + 13 more",22 years old,10k-50k employees (Global),(2k Reviews)
116,Hexaware Technolog...,3.5,Public,"Mumbai,Maharashtra",32 years old,10k-50k employees (India),(2k Reviews)
117,Omega Healthcare,3.7,Private,Florida + 21 more,18 years old,1k-5k employees (India),(2k Reviews)
118,Fullerton India,4.2,Private,Mumbai + 339 more,15 years old,10k-50k employees (India),(2k Reviews)
119,Manappuram Finance,4.0,Public,"Thrissur/Trichur,Kerala",73 years old,10k-50k employees (India),(2.4k Reviews)
120,Wells Fargo India,4.1,Private,"San Francisco,California",24 years old,10k-50k employees (India),(2k Reviews)
121,SBI Cards & Paymen...,3.9,Public,"Gurgaon/Gurugram,Haryana + 197 more",24 years old,1k-5k employees (India),(1.9k Reviews)
122,Royal Enfield,4.2,Private,"Gurgaon/Gurugram,Haryana + 198 more",67 years old,1k-5k employees (India),(1.9k Reviews)
123,Megha Engineering ...,4.3,Private,"Hyderabad/Secunderabad,Telangana + 139 more",33 years old,5k-10k employees (India),(1.9k Reviews)
124,Muthoot Group,3.6,Public,"Kochi/Cochin,Kerala",135 years old,1k-5k employees (India),(3.6k Reviews)
125,State Bank of Indi...,4.0,"Mumbai,Maharashtra + 273 more",216 years old,1 Lakh+ employees (India),,(1.9k Reviews)
126,Honda,4.2,Private,"Greater Noida,Uttar Pradesh",37 years old,5k-10k employees (India),(3.4k Reviews)
127,Nagarjuna Construc...,4.1,Public,"Hyderabad/Secunderabad,Telangana",24 years old,201-500 employees (India),(2k Reviews)
128,Motherson Sumi Sys...,3.9,Public,"Noida,Uttar Pradesh",36 years old,1k-5k employees (India),(2.9k Reviews)
129,JBM Group,4.0,Public,"Gurgaon/Gurugram,Haryana",39 years old,1k-5k employees (India),(2.3k Reviews)
130,Simplex Infrastruc...,3.7,Public,"Kolkata,West Bengal",98 years old,1k-5k employees (India),(2k Reviews)
131,BNY Mellon,4.0,Private,"New York City,New York + 6 more",18 years old,10k-50k employees (India),(1.8k Reviews)
132,Wipro Enterprises ...,3.8,Bangalore + 60 more,77 years old,1 Lakh+ employees (India),,(1.8k Reviews)
133,Muthoot Fincorp,4.0,Private,"Trivandrum/Thiruvananthapuram,Kerala + 345 more",135 years old,10k-50k employees (India),(1.8k Reviews)
134,Sodexo,4.1,Private,Issy Les Moulineaux,14 years old,5k-10k employees (India),(1.9k Reviews)
135,Tata Communication...,4.1,Public,"Mumbai,Maharashtra",36 years old,10k-50k employees (India),(2.4k Reviews)
136,Arvind Group,4.1,Public,"Ahmedabad,Gujrat",91 years old,10k-50k employees (India),(2k Reviews)
137,Cgi Group,4.1,Private,"Montreal,Quebec",31 years old,10k-50k employees (India),(1.8k Reviews)
138,LG Electronics,4.1,Public,"Seoul,Seoul",64 years old,5k-10k employees (India),(1.8k Reviews)
139,Flex,4.0,Private,San Jose + 29 more,53 years old,10k-50k employees (India),(1.8k Reviews)
140,Hindustan Coca Col...,4.4,Private,Bangalore + 151 more,25 years old,1k-5k employees (India),(1.8k Reviews)
141,Bajaj Auto,4.1,Public,"Pune,Maharashtra",77 years old,201-500 employees (India),(4.7k Reviews)
142,Abbott Healthcare,4.2,Public,"Illinois City,Illinois",31 years old,10k-50k employees (India),(1.8k Reviews)
143,Equitas Small Fina...,4.0,Private,"Chennai,Tamil Nadu",15 years old,1k-5k employees (India),(1.7k Reviews)
144,Hetero Drugs,4.0,Private,"Hyderabad/Secunderabad,Telangana",29 years old,1k-5k employees (India),(2k Reviews)
145,Gati kwe,4.1,Private,"Hyderabad/Secunderabad,Telangana + 137 more",10 years old,1k-5k employees (India),(1.7k Reviews)
146,Quess,3.9,Public,Bangalore,15 years old,1k-5k employees (India),(5.5k Reviews)
147,Ford Motor,4.5,Public,"Dearborn,Michigan",119 years old,5k-10k employees (India),(2k Reviews)
148,John Deere,4.3,Private,"Moline,Illinois",21 years old,1k-5k employees (India),(1.9k Reviews)
149,L & T Finance,4.1,Public,"Mumbai,Maharashtra + 321 more",28 years old,10k-50k employees (India),(1.7k Reviews)
